,Source,Target
918,incontinence,fear of falling
919,incontinence,tremor
920,incontinence,spasm
921,incontinence,unhappy
922,incontinence,syncope
923,incontinence,fall
924,incontinence,stiffness
925,incontinence,unresponsiveness
926,paroxysmal dyspnea,orthopnea
927,paroxysmal dyspnea,shortness of breath
928,paroxysmal dyspnea,dyspnea on exertion
929,paroxysmal dyspnea,jugular venous distention
930,paroxysmal dyspnea,rale
931,paroxysmal dyspnea,pain chest
932,paroxysmal dyspnea,palpitation
933,paroxysmal dyspnea,sweat
934,paroxysmal dyspnea,sweating increased
935,paroxysmal dyspnea,weight gain
936,paroxysmal dyspnea,cough
937,paroxysmal dyspnea,dyspnea
938,hernia,pain abdominal
939,hernia,pain
940,hernia,hyperventilation
941,hernia,excruciating pain
942,hernia,gag
943,hernia,nausea
944,hernia,posturing
945,hernia,hemiplegia
946,hernia,sore to touch
947,hernia,haemorrhage
948,hernia,apyrexial
949,hernia,food intolerance
950,hernia,pulse absent
951,hernia,asthenia
952,hernia,mass of body structure
953,hernia,thicken
954,malignant neoplasm of prostate,hematuria
955,malignant neoplasm of prostate,dysesthesia
956,malignant neoplasm of prostate,asthenia
957,malignant neoplasm of prostate,polymyalgia
958,malignant neoplasm of prostate,passed stones
959,malignant neoplasm of prostate,pleuritic pain
960,malignant neoplasm of prostate,guaiac positive
961,malignant neoplasm of prostate,rale
962,malignant neoplasm of prostate,breath sounds decreased
963,malignant neoplasm of prostate,urge incontinence
964,malignant neoplasm of prostate,dysuria
965,malignant neoplasm of prostate,diarrhea
966,malignant neoplasm of prostate,vertigo
967,malignant neoplasm of prostate,qt interval prolonged
968,malignant neoplasm of prostate,ataxia
969,malignant neoplasm of prostate,paresis
970,malignant neoplasm of prostate,hemianopsia homonymous
971,malignant neoplasm of prostate,tumor cell invasion
972,malignant neoplasm of prostate,hemodynamically stable
973,malignant neoplasm of prostate,mass of body structure
974,malignant neoplasm of prostate,rhonchus
975,malignant neoplasm of prostate,orthostasis
976,malignant neoplasm of prostate,decreased body weight
977,carcinoma prostate,hematuria
978,carcinoma prostate,dysesthesia
979,carcinoma prostate,asthenia
980,carcinoma prostate,polymyalgia
981,carcinoma prostate,passed stones
982,carcinoma prostate,pleuritic pain
983,carcinoma prostate,guaiac positive
984,carcinoma prostate,rale
985,carcinoma prostate,breath sounds decreased
986,carcinoma prostate,urge incontinence
987,carcinoma prostate,dysuria
988,carcinoma prostate,diarrhea
989,carcinoma prostate,vertigo
990,carcinoma prostate,qt interval prolonged
991,carcinoma prostate,ataxia
992,carcinoma prostate,paresis
993,carcinoma prostate,hemianopsia homonymous
994,carcinoma prostate,tumor cell invasion
995,carcinoma prostate,hemodynamically stable
996,carcinoma prostate,mass of body structure
997,carcinoma prostate,rhonchus
998,carcinoma prostate,orthostasis
999,carcinoma prostate,decreased body weight
1000,edema pulmonary,urgency of micturition
1001,edema pulmonary,shortness of breath
1002,edema pulmonary,rale
1003,edema pulmonary,tachypnea
1004,edema pulmonary,orthopnea
1005,edema pulmonary,Heberden's node
1006,edema pulmonary,jugular venous distention
1007,edema pulmonary,dyspnea
1008,edema pulmonary,sweat
1009,edema pulmonary,sweating increased
1010,edema pulmonary,patient non compliance
1011,edema pulmonary,chest discomfort
1012,edema pulmonary,hyperkalemia
1013,edema pulmonary,sinus rhythm
1014,edema pulmonary,pain chest
1015,edema pulmonary,hypotension
1016,edema pulmonary,wheezing
1017,lymphatic diseases,pain
1018,lymphatic diseases,mass of body structure
1019,lymphatic diseases,night sweat
1020,lymphatic diseases,splenomegaly
1021,lymphatic diseases,lesion
1022,lymphatic diseases,chill
1023,lymphatic diseases,decreased body weight
1024,lymphatic diseases,swelling
1025,lymphatic diseases,fever
1026,lymphatic diseases,hyperacusis
1027,lymphatic diseases,fremitus
1028,lymphatic diseases,non-productive cough
1029,lymphatic diseases,egophony
1030,lymphatic diseases,redness
1031,lymphatic diseases,hepatomegaly
1032,lymphatic diseases,fatigue
1033,stenosis aortic valve,dyspnea on exertion
1034,stenosis aortic valve,syncope
1035,stenosis aortic valve,chest discomfort
1036,stenosis aortic valve,systolic murmur
1037,stenosis aortic valve,sciatica
1038,stenosis aortic valve,angina pectoris
1039,stenosis aortic valve,pain chest
1040,stenosis aortic valve,frothy sputum
1041,stenosis aortic valve,bradycardia
1042,stenosis aortic valve,shortness of breath
1043,stenosis aortic valve,pain
1044,malignant neoplasm of breast,mass in breast
1045,malignant neoplasm of breast,mass of body structure
1046,malignant neoplasm of breast,paresthesia
1047,malignant neoplasm of breast,retropulsion
1048,malignant neoplasm of breast,erythema
1049,malignant neoplasm of breast,difficulty
1050,malignant neoplasm of breast,lesion
1051,malignant neoplasm of breast,estrogen use
1052,malignant neoplasm of breast,burning sensation
1053,malignant neoplasm of breast,dyspnea
1054,malignant neoplasm of breast,swelling
1055,malignant neoplasm of breast,formication
1056,carcinoma breast,mass in breast
1057,carcinoma breast,mass of body structure
1058,carcinoma breast,paresthesia
1059,carcinoma breast,retropulsion
1060,carcinoma breast,erythema
1061,carcinoma breast,difficulty
1062,carcinoma breast,lesion
1063,carcinoma breast,estrogen use
1064,carcinoma breast,burning sensation
1065,carcinoma breast,dyspnea
1066,carcinoma breast,swelling
1067,carcinoma breast,formication
1068,schizophrenia,hallucinations auditory
1069,schizophrenia,hypersomnolence
1070,schizophrenia,irritable mood
1071,schizophrenia,verbal auditory hallucinations
1072,schizophrenia,patient non compliance
1073,schizophrenia,agitation
1074,schizophrenia,suicidal
1075,schizophrenia,worry
1076,schizophrenia,hallucinations visual
1077,schizophrenia,underweight
1078,schizophrenia,underweight
1079,schizophrenia,homelessness
1080,diverticulitis,pain abdominal
1081,diverticulitis,abscess bacterial
1082,diverticulitis,dullness
1083,diverticulitis,red blotches
1084,diverticulitis,diarrhea
1085,diverticulitis,sore to touch
1086,diverticulitis,dysuria
1087,diverticulitis,pain
1088,diverticulitis,vomiting
1089,diverticulitis,sinus rhythm
1090,diverticulitis,colic abdominal
1091,diverticulitis,apyrexial
1092,diverticulitis,abdominal tenderness
1093,diverticulitis,fever
1094,diverticulitis,unsteady gait
1095,diverticulitis,thicken
1096,diverticulitis,urgency of micturition
1097,diverticulitis,anorexia
1098,diverticulitis,monoclonal
1099,diverticulitis,constipation
1100,overload fluid,rale
1101,overload fluid,jugular venous distention
1102,overload fluid,hyperkalemia
1103,overload fluid,orthopnea
1104,overload fluid,shortness of breath
1105,overload fluid,drowsiness
1106,overload fluid,sleepy
1107,overload fluid,weight gain
1108,overload fluid,hypokalemia
1109,overload fluid,hypotension
1110,overload fluid,swelling
1111,overload fluid,distended abdomen
1112,ulcer peptic,pain abdominal
1113,ulcer peptic,paraparesis
1114,ulcer peptic,nausea
1115,ulcer peptic,vomiting
1116,ulcer peptic,polymyalgia
1117,ulcer peptic,out of breath
1118,ulcer peptic,pain chest
1119,ulcer peptic,hemiplegia
1120,ulcer peptic,gurgle
1121,ulcer peptic,hunger
1122,ulcer peptic,apyrexial
1123,ulcer peptic,nervousness
1124,osteomyelitis,pain
1125,osteomyelitis,redness
1126,osteomyelitis,prostate tender
1127,osteomyelitis,fever
1128,osteomyelitis,difficulty passing urine
1129,osteomyelitis,sore to touch
1130,osteomyelitis,swelling
1131,osteomyelitis,apyrexial
1132,osteomyelitis,erythema
1133,osteomyelitis,abscess bacterial
1134,osteomyelitis,pain foot
1135,osteomyelitis,urinary hesitation
1136,gastritis,heme positive
1137,gastritis,pain abdominal
1138,gastritis,vomiting
1139,gastritis,disequilibrium
1140,gastritis,nausea
1141,gastritis,intoxication
1142,gastritis,haemorrhage
1143,gastritis,guaiac positive
1144,gastritis,pain
1145,gastritis,decreased body weight
1146,gastritis,sore to touch
1147,gastritis,dizziness
1148,bacteremia,fever
1149,bacteremia,chill
1150,bacteremia,flushing
1151,bacteremia,unresponsiveness
1152,bacteremia,indifferent mood
1153,bacteremia,urinoma
1154,bacteremia,vomiting
1155,bacteremia,distended abdomen
1156,bacteremia,hypoalbuminemia
1157,bacteremia,pustule
1158,bacteremia,prostatism
1159,bacteremia,diarrhea
1160,bacteremia,abdominal tenderness
1161,bacteremia,pleuritic pain
1162,bacteremia,decreased translucency
1163,bacteremia,pallor
1164,failure kidney,orthopnea
1165,failure kidney,oliguria
1166,failure kidney,slowing of urinary stream
1167,failure kidney,extreme exhaustion
1168,failure kidney,unresponsiveness
1169,failure kidney,hypotension
1170,failure kidney,enuresis
1171,failure kidney,shortness of breath
1172,failure kidney,haemorrhage
1173,failure kidney,prostatism
1174,failure kidney,no status change
1175,failure kidney,bedridden
1176,failure kidney,bedridden
1177,failure kidney,fatigue
1178,sickle cell anemia,breakthrough pain
1179,sickle cell anemia,pain back
1180,sickle cell anemia,pain
1181,sickle cell anemia,shortness of breath
1182,sickle cell anemia,snuffle
1183,sickle cell anemia,pain chest
1184,sickle cell anemia,pain abdominal
1185,sickle cell anemia,hepatosplenomegaly
1186,sickle cell anemia,green sputum
1187,sickle cell anemia,apyrexial
1188,sickle cell anemia,headache
1189,failure heart,orthopnea
1190,failure heart,fatigue
1191,failure heart,dyspnea on exertion
1192,failure heart,dyspnea
1193,failure heart,shortness of breath
1194,failure heart,pansystolic murmur
1195,failure heart,jugular venous distention
1196,failure heart,systolic ejection murmur
1197,failure heart,hypotension
1198,failure heart,angina pectoris
1199,failure heart,hypokinesia
1200,upper respiratory infection,cough
1201,upper respiratory infection,throat sore
1202,upper respiratory infection,wheezing
1203,upper respiratory infection,shortness of breath
1204,upper respiratory infection,labored breathing
1205,upper respiratory infection,fever
1206,upper respiratory infection,stuffy nose
1207,upper respiratory infection,non-productive cough
1208,upper respiratory infection,snuffle
1209,upper respiratory infection,indifferent mood
1210,upper respiratory infection,egophony
1211,upper respiratory infection,barking cough
1212,upper respiratory infection,polymyalgia
1213,upper respiratory infection,pleuritic pain
1214,upper respiratory infection,night sweat
1215,upper respiratory infection,dyspnea
1216,upper respiratory infection,productive cough
1217,upper respiratory infection,decreased translucency
1218,upper respiratory infection,rhonchus
1219,upper respiratory infection,rapid shallow breathing
1220,upper respiratory infection,apyrexial
1221,upper respiratory infection,noisy respiration
1222,upper respiratory infection,nasal discharge present
1223,upper respiratory infection,emphysematous change
1224,upper respiratory infection,frail
1225,upper respiratory infection,cystic lesion
1226,upper respiratory infection,symptom aggravating factors
1227,upper respiratory infection,hemodynamically stable
1228,hepatitis,ascites
1229,hepatitis,spontaneous rupture of membranes
1230,hepatitis,tachypnea
1231,hepatitis,pain abdominal
1232,hepatitis,pruritus
1233,hepatitis,anorexia
1234,hepatitis,transaminitis
1235,hepatitis,projectile vomiting
1236,hepatitis,chill
1237,hepatitis,distress respiratory
1238,hepatitis,fever
1239,hepatitis,vomiting
1240,hypertension pulmonary,shortness of breath
1241,hypertension pulmonary,Stahli's line
1242,hypertension pulmonary,heavy legs
1243,hypertension pulmonary,breath sounds decreased
1244,hypertension pulmonary,neck stiffness
1245,hypertension pulmonary,dyspnea on exertion
1246,hypertension pulmonary,cyanosis
1247,hypertension pulmonary,hypotension
1248,hypertension pulmonary,left atrial hypertrophy
1249,deglutition disorder,paresthesia
1250,deglutition disorder,titubation
1251,deglutition disorder,dysarthria
1252,deglutition disorder,painful swallowing
1253,deglutition disorder,hoarseness
1254,deglutition disorder,stridor
1255,deglutition disorder,spasm
1256,deglutition disorder,asthenia
1257,deglutition disorder,dysdiadochokinesia
1258,deglutition disorder,ataxia
1259,deglutition disorder,achalasia
1260,deglutition disorder,decreased body weight
1261,deglutition disorder,stiffness
1262,deglutition disorder,lesion
1263,deglutition disorder,side pain
1264,gout,hot flush
1265,gout,pain
1266,gout,redness
1267,gout,swelling
1268,gout,erythema
1269,gout,emphysematous change
1270,gout,sore to touch
1271,gout,hypokinesia
1272,gout,ascites
1273,gout,patient non compliance
1274,thrombocytopaenia,ecchymosis
1275,thrombocytopaenia,monocytosis
1276,thrombocytopaenia,posterior rhinorrhea
1277,thrombocytopaenia,haemorrhage
1278,thrombocytopaenia,tachypnea
1279,thrombocytopaenia,fever
1280,thrombocytopaenia,pruritus
1281,thrombocytopaenia,hypotension
1282,thrombocytopaenia,fatigue
1283,hypoglycemia,unresponsiveness
1284,hypoglycemia,"hypothermia, natural"
1285,hypoglycemia,incoherent
1286,hypoglycemia,qt interval prolonged
1287,hypoglycemia,lameness
1288,hypoglycemia,claudication
1289,hypoglycemia,unconscious state
1290,hypoglycemia,clammy skin
1291,hypoglycemia,polyuria
1292,hypoglycemia,distress respiratory
1293,hypoglycemia,hypotension
1294,pneumonia aspiration,mediastinal shift
1295,pneumonia aspiration,fever
1296,pneumonia aspiration,clonus
1297,pneumonia aspiration,mental status changes
1298,pneumonia aspiration,decreased translucency
1299,pneumonia aspiration,unresponsiveness
1300,pneumonia aspiration,extreme exhaustion
1301,pneumonia aspiration,stupor
1302,pneumonia aspiration,seizure
1303,pneumonia aspiration,transaminitis
1304,pneumonia aspiration,hemiplegia
1305,pneumonia aspiration,cough
1306,pneumonia aspiration,gurgle
1307,pneumonia aspiration,pain
1308,pneumonia aspiration,diarrhea
1309,pneumonia aspiration,pain abdominal
1310,colitis,fever
1311,colitis,thicken
1312,colitis,green sputum
1313,colitis,vomiting
1314,colitis,nausea and vomiting
1315,colitis,awakening early
1316,colitis,pain
1317,colitis,nausea
1318,colitis,chill
1319,colitis,tenesmus
1320,colitis,urge incontinence
1321,colitis,pain abdominal
1322,colitis,hemodynamically stable
1323,diverticulosis,fecaluria
1324,diverticulosis,constipation
1325,diverticulosis,abscess bacterial
1326,diverticulosis,heme positive
1327,diverticulosis,lightheadedness
1328,diverticulosis,diarrhea
1329,diverticulosis,haemorrhage
1330,diverticulosis,pain
1331,diverticulosis,projectile vomiting
1332,diverticulosis,pneumatouria
1333,diverticulosis,cystic lesion
1334,diverticulosis,anorexia
1335,diverticulosis,nausea
1336,diverticulosis,feeling suicidal
1337,diverticulosis,feeling hopeless
1338,suicide attempt,hallucinations auditory
1339,suicide attempt,sleeplessness
1340,suicide attempt,suicidal
1341,suicide attempt,motor retardation
1342,suicide attempt,weepiness
1343,suicide attempt,unable to concentrate
1344,suicide attempt,todd paralysis
1345,suicide attempt,worry
1346,suicide attempt,fatigue
1347,suicide attempt,tremor
1348,suicide attempt,alcoholic withdrawal symptoms
1349,suicide attempt,agitation
1350,suicide attempt,unresponsiveness
1351,suicide attempt,blackout
1352,suicide attempt,withdraw
1353,suicide attempt,difficulty
1354,suicide attempt,irritable mood
1355,suicide attempt,sensory discomfort
1356,suicide attempt,drowsiness
1357,suicide attempt,formication
1358,suicide attempt,unconscious state
1359,suicide attempt,fever
1360,suicide attempt,cough
1361,Pneumocystis carinii pneumonia,yellow sputum
1362,Pneumocystis carinii pneumonia,cachexia
1363,Pneumocystis carinii pneumonia,chill
1364,Pneumocystis carinii pneumonia,decreased body weight
1365,Pneumocystis carinii pneumonia,productive cough
1366,Pneumocystis carinii pneumonia,myalgia
1367,Pneumocystis carinii pneumonia,diarrhea
1368,Pneumocystis carinii pneumonia,neck stiffness
1369,Pneumocystis carinii pneumonia,hacking cough
1370,Pneumocystis carinii pneumonia,dyspareunia
1371,Pneumocystis carinii pneumonia,hypokalemia
1372,Pneumocystis carinii pneumonia,dyspnea on exertion
1373,Pneumocystis carinii pneumonia,poor dentition
1374,Pneumocystis carinii pneumonia,transaminitis
1375,Pneumocystis carinii pneumonia,non-productive cough
1376,Pneumocystis carinii pneumonia,headache
1377,Pneumocystis carinii pneumonia,floppy
1378,Pneumocystis carinii pneumonia,spontaneous rupture of membranes
1379,hepatitis B,inappropriate affect
1380,hepatitis B,tachypnea
1381,hepatitis B,yellow sputum
1382,hepatitis B,projectile vomiting
1383,hepatitis B,poor feeding
1384,hepatitis B,pain abdominal
1385,hepatitis B,abdominal tenderness
1386,hepatitis B,wheelchair bound
1387,hepatitis B,moan
1388,parkinson disease,achalasia
1389,parkinson disease,fall
1390,parkinson disease,stiffness
1391,parkinson disease,withdraw
1392,parkinson disease,agitation
1393,parkinson disease,hemiplegia
1394,parkinson disease,difficulty
1395,parkinson disease,unresponsiveness
1396,parkinson disease,syncope
1397,parkinson disease,facial paresis
1398,parkinson disease,orthostasis
1399,parkinson disease,worry
1400,parkinson disease,drowsiness
1401,parkinson disease,sleepy
1402,parkinson disease,hematuria
1403,parkinson disease,tremor
1404,parkinson disease,night sweat
1405,parkinson disease,mass of body structure
1406,lymphoma,lesion
1407,lymphoma,fever
1408,lymphoma,welt
1409,lymphoma,transaminitis
1410,lymphoma,decreased body weight
1411,lymphoma,ataxia
1412,lymphoma,tinnitus
1413,lymphoma,hydropneumothorax
1414,lymphoma,superimposition
1415,lymphoma,haemoptysis
1416,lymphoma,fatigue
1417,lymphoma,tired
1418,lymphoma,polydypsia
1419,lymphoma,difficulty passing urine
1420,hyperglycemia,sore to touch
1421,hyperglycemia,pruritus
1422,hyperglycemia,feeling strange
1423,hyperglycemia,pustule
1424,hyperglycemia,cushingoid facies
1425,hyperglycemia,cushingoid habitus
1426,hyperglycemia,decreased body weight
1427,hyperglycemia,mood depressed
1428,hyperglycemia,estrogen use
1429,hyperglycemia,wheezing
1430,hyperglycemia,ascites
1431,hyperglycemia,seizure
1432,encephalopathy,uncoordination
1433,encephalopathy,asterixis
1434,encephalopathy,haemorrhage
1435,encephalopathy,drowsiness
1436,encephalopathy,sleepy
1437,encephalopathy,absences finding
1438,encephalopathy,posturing
1439,encephalopathy,aura
1440,encephalopathy,tonic seizures
1441,encephalopathy,debilitation
1442,encephalopathy,consciousness clear
1443,encephalopathy,unresponsiveness
1444,encephalopathy,thicken
1445,encephalopathy,hypokinesia
1446,tricuspid valve insufficiency,shortness of breath
1447,tricuspid valve insufficiency,pain
1448,tricuspid valve insufficiency,vomiting
1449,tricuspid valve insufficiency,nausea
1450,tricuspid valve insufficiency,bradycardia
1451,tricuspid valve insufficiency,pain abdominal
1452,tricuspid valve insufficiency,fever
1453,tricuspid valve insufficiency,cicatrisation
1454,tricuspid valve insufficiency,mediastinal shift
1455,tricuspid valve insufficiency,impaired cognition
1456,Alzheimer's disease,drool
1457,Alzheimer's disease,agitation
1458,Alzheimer's disease,nightmare
1459,Alzheimer's disease,rhonchus
1460,Alzheimer's disease,consciousness clear
1461,Alzheimer's disease,pin-point pupils
1462,Alzheimer's disease,bedridden
1463,Alzheimer's disease,bedridden
1464,Alzheimer's disease,frail
1465,Alzheimer's disease,tremor resting
1466,Alzheimer's disease,hyperkalemia
1467,Alzheimer's disease,facial paresis
1468,Alzheimer's disease,groggy
1469,Alzheimer's disease,muscle twitch
1470,Alzheimer's disease,wheelchair bound
1471,Alzheimer's disease,tremor
1472,Alzheimer's disease,cough
1473,Alzheimer's disease,fever
1474,candidiasis,diarrhea
1475,candidiasis,throat sore
1476,candidiasis,decreased body weight
1477,candidiasis,chill
1478,candidiasis,headache
1479,candidiasis,abdominal tenderness
1480,candidiasis,patient non compliance
1481,candidiasis,photophobia
1482,candidiasis,night sweat
1483,candidiasis,painful swallowing
1484,candidiasis,poor dentition
1485,candidiasis,transaminitis
1486,candidiasis,non-productive cough
1487,candidiasis,adverse reaction
1488,candidiasis,adverse effect
1489,candidiasis,abdominal bloating
1490,oralcandidiasis,diarrhea
1491,oralcandidiasis,throat sore
1492,oralcandidiasis,decreased body weight
1493,oralcandidiasis,chill
1494,oralcandidiasis,headache
1495,oralcandidiasis,abdominal tenderness
1496,oralcandidiasis,patient non compliance
1497,oralcandidiasis,photophobia
1498,oralcandidiasis,night sweat
1499,oralcandidiasis,painful swallowing
1500,oralcandidiasis,poor dentition
1501,oralcandidiasis,transaminitis
1502,oralcandidiasis,non-productive cough
1503,oralcandidiasis,adverse reaction
1504,oralcandidiasis,adverse effect
1505,oralcandidiasis,abdominal bloating
1506,neuropathy,asthenia
1507,neuropathy,numbness
1508,neuropathy,nausea and vomiting
1509,neuropathy,awakening early
1510,neuropathy,hydropneumothorax
1511,neuropathy,superimposition
1512,neuropathy,fatigability
1513,neuropathy,tenesmus
1514,neuropathy,pain
1515,neuropathy,slowing of urinary stream
1516,kidney disease,shortness of breath
1517,kidney disease,hyperkalemia
1518,kidney disease,pain chest
1519,kidney disease,fever
1520,kidney disease,gravida 0
1521,kidney disease,bleeding of vagina
1522,fibroid tumor,para 2
1523,fibroid tumor,haemorrhage
1524,fibroid tumor,abortion
1525,fibroid tumor,intermenstrual heavy bleeding
1526,fibroid tumor,muscle hypotonia
1527,fibroid tumor,hypotonic
1528,fibroid tumor,previous pregnancies 2
1529,fibroid tumor,shortness of breath
1530,fibroid tumor,fever
1531,fibroid tumor,heartburn
1532,fibroid tumor,primigravida
1533,fibroid tumor,abnormally hard consistency
1534,fibroid tumor,proteinemia
1535,glaucoma,fall
1536,glaucoma,distended abdomen
1537,glaucoma,unsteady gait
1538,glaucoma,paresthesia
1539,glaucoma,hyponatremia
1540,glaucoma,agitation
1541,glaucoma,unconscious state
1542,glaucoma,burning sensation
1543,glaucoma,lesion
1544,glaucoma,mass of body structure
1545,neoplasm metastasis,thicken
1546,neoplasm metastasis,tumor cell invasion
1547,neoplasm metastasis,metastatic lesion
1548,neoplasm metastasis,pain neck
1549,neoplasm metastasis,lung nodule
1550,neoplasm metastasis,pain
1551,neoplasm metastasis,pain abdominal
1552,neoplasm metastasis,food intolerance
1553,neoplasm metastasis,mass of body structure
1554,neoplasm metastasis,atypia
1555,malignant tumor of colon,lesion
1556,malignant tumor of colon,prostatism
1557,malignant tumor of colon,constipation
1558,malignant tumor of colon,general discomfort
1559,malignant tumor of colon,diarrhea
1560,malignant tumor of colon,pain abdominal
1561,malignant tumor of colon,urinary hesitation
1562,malignant tumor of colon,dizzy spells
1563,malignant tumor of colon,shooting pain
1564,malignant tumor of colon,bradycardia
1565,malignant tumor of colon,vomiting
1566,malignant tumor of colon,systolic ejection murmur
1567,malignant tumor of colon,nausea
1568,malignant tumor of colon,hyperemesis
1569,malignant tumor of colon,polydypsia
1570,carcinoma colon,lesion
1571,carcinoma colon,prostatism
1572,carcinoma colon,constipation
1573,carcinoma colon,general discomfort
1574,carcinoma colon,diarrhea
1575,carcinoma colon,pain abdominal
1576,carcinoma colon,urinary hesitation
1577,carcinoma colon,dizzy spells
1578,carcinoma colon,shooting pain
1579,carcinoma colon,bradycardia
1580,carcinoma colon,vomiting
1581,carcinoma colon,systolic ejection murmur
1582,carcinoma colon,nausea
1583,carcinoma colon,hyperemesis
1584,carcinoma colon,polydypsia
1585,ketoacidosis diabetic,polyuria
1586,ketoacidosis diabetic,vomiting
1587,ketoacidosis diabetic,nausea
1588,ketoacidosis diabetic,pain abdominal
1589,ketoacidosis diabetic,milky
1590,ketoacidosis diabetic,feeling strange
1591,ketoacidosis diabetic,gurgle
1592,ketoacidosis diabetic,nervousness
1593,ketoacidosis diabetic,abdominal tenderness
1594,ketoacidosis diabetic,regurgitates after swallowing
1595,ketoacidosis diabetic,vision blurred
1596,ketoacidosis diabetic,urinary hesitation
1597,ketoacidosis diabetic,diarrhea
1598,ketoacidosis diabetic,seizure
1599,ketoacidosis diabetic,aura
1600,tonic-clonic epilepsy,drowsiness
1601,tonic-clonic epilepsy,lip smacking
1602,tonic-clonic epilepsy,myoclonus
1603,tonic-clonic epilepsy,tremor
1604,tonic-clonic epilepsy,phonophobia
1605,tonic-clonic epilepsy,rolling of eyes
1606,tonic-clonic epilepsy,sleepy
1607,tonic-clonic epilepsy,hirsutism
1608,tonic-clonic epilepsy,moody
1609,tonic-clonic epilepsy,muscle twitch
1610,tonic-clonic epilepsy,unresponsiveness
1611,tonic-clonic epilepsy,headache
1612,tonic-clonic epilepsy,ambidexterity
1613,tonic-clonic epilepsy,absences finding
1614,tonic-clonic epilepsy,spasm
1615,tonic-clonic epilepsy,decreased body weight
1616,tonic-clonic epilepsy,tumor cell invasion
1617,tonic-clonic seizures,drowsiness
1618,tonic-clonic seizures,lip smacking
1619,tonic-clonic seizures,myoclonus
1620,tonic-clonic seizures,tremor
1621,tonic-clonic seizures,phonophobia
1622,tonic-clonic seizures,rolling of eyes
1623,tonic-clonic seizures,sleepy
1624,tonic-clonic seizures,hirsutism
1625,tonic-clonic seizures,moody
1626,tonic-clonic seizures,muscle twitch
1627,tonic-clonic seizures,unresponsiveness
1628,tonic-clonic seizures,headache
1629,tonic-clonic seizures,ambidexterity
1630,tonic-clonic seizures,absences finding
1631,tonic-clonic seizures,spasm
1632,tonic-clonic seizures,decreased body weight
1633,tonic-clonic seizures,tumor cell invasion
1634,respiratory failure,hemiplegia
1635,respiratory failure,snore
1636,respiratory failure,unresponsiveness
1637,respiratory failure,productive cough
1638,respiratory failure,dyspnea
1639,respiratory failure,tachypnea
1640,respiratory failure,hyperkalemia
1641,respiratory failure,hypokinesia
1642,respiratory failure,sinus rhythm
1643,respiratory failure,general unsteadiness
1644,respiratory failure,bruit
1645,respiratory failure,consciousness clear
1646,respiratory failure,shortness of breath
1647,respiratory failure,lesion
1648,respiratory failure,redness
1649,melanoma,mass of body structure
1650,melanoma,paraparesis
1651,melanoma,fever
1652,melanoma,gravida 0
1653,melanoma,pain
1654,melanoma,pruritus
1655,melanoma,mass in breast
1656,melanoma,vomiting
1657,melanoma,diarrhea
1658,gastroenteritis,pain abdominal
1659,gastroenteritis,breath-holding spell
1660,gastroenteritis,nausea
1661,gastroenteritis,decreased body weight
1662,gastroenteritis,sore to touch
1663,gastroenteritis,scleral icterus
1664,gastroenteritis,fever
1665,gastroenteritis,myalgia
1666,gastroenteritis,hyponatremia
1667,gastroenteritis,retch
1668,gastroenteritis,mass of body structure
1669,gastroenteritis,decreased body weight
1670,malignant neoplasm of lung,lesion
1671,malignant neoplasm of lung,cough
1672,malignant neoplasm of lung,lung nodule
1673,malignant neoplasm of lung,shortness of breath
1674,malignant neoplasm of lung,haemoptysis
1675,malignant neoplasm of lung,debilitation
1676,malignant neoplasm of lung,gurgle
1677,malignant neoplasm of lung,ache
1678,malignant neoplasm of lung,rale
1679,malignant neoplasm of lung,night sweat
1680,malignant neoplasm of lung,decreased translucency
1681,malignant neoplasm of lung,asthenia
1682,malignant neoplasm of lung,metastatic lesion
1683,malignant neoplasm of lung,agitation
1684,malignant neoplasm of lung,irritable mood
1685,carcinoma of lung,lesion
1686,carcinoma of lung,cough
1687,carcinoma of lung,lung nodule
1688,carcinoma of lung,shortness of breath
1689,carcinoma of lung,haemoptysis
1690,carcinoma of lung,debilitation
1691,carcinoma of lung,gurgle
1692,carcinoma of lung,ache
1693,carcinoma of lung,rale
1694,carcinoma of lung,night sweat
1695,carcinoma of lung,decreased translucency
1696,carcinoma of lung,asthenia
1697,carcinoma of lung,metastatic lesion
1698,carcinoma of lung,agitation
1699,carcinoma of lung,irritable mood
1700,manic disorder,energy increased
1701,manic disorder,suicidal
1702,manic disorder,hypersomnia
1703,manic disorder,feeling suicidal
1704,manic disorder,blanch
1705,manic disorder,hallucinations auditory
1706,manic disorder,hallucinations visual
1707,manic disorder,elation
1708,manic disorder,verbal auditory hallucinations
1709,manic disorder,feeling hopeless
1710,manic disorder,difficulty
1711,manic disorder,decompensation
1712,manic disorder,verbally abusive behavior
1713,manic disorder,suicidal
1714,manic disorder,feeling suicidal
1715,personality disorder,nightmare
1716,personality disorder,feeling hopeless
1717,personality disorder,transsexual
1718,personality disorder,hallucinations auditory
1719,personality disorder,irritable mood
1720,personality disorder,sleeplessness
1721,personality disorder,agitation
1722,personality disorder,weepiness
1723,personality disorder,mood depressed
1724,personality disorder,scratch marks
1725,personality disorder,nausea and vomiting
1726,personality disorder,extreme exhaustion
1727,personality disorder,side pain
1728,personality disorder,worry
1729,personality disorder,enuresis
1730,personality disorder,homelessness
1731,personality disorder,nervousness
1732,personality disorder,ascites
1733,personality disorder,pruritus
1734,primary carcinoma of the liver cells,mass of body structure
